id,title,year,venue,n_citation,in_degree
78c1a806-f666-4c40-ab13-faeb23f506a9,Bidirectional recurrent neural networks,1997,IEEE Transactions on Signal Processing,613,208
78cada25-007d-413b-994b-0a530b592d36,Semantics and complexity of SPARQL,2009,ACM Transactions on Database Systems,664,218
78ccfb67-cefb-403e-add3-121fa5d343cc,CRAHNs: Cognitive radio ad hoc networks,2009,ad hoc networks,1381,228
78cfeb75-55f9-40b5-8389-60526cf76613,Ranking on Data Manifolds,2004,neural information processing systems,616,159
78d07c73-7bc3-4ae7-998b-adf367e746d3,Monitors: an operating system structuring concept,1974,Communications of The ACM,2413,265
78d821c8-19a9-4f67-afd3-fa5b4ce4e501,Interaction in 4-second bursts: the fragmented nature of attentional resources in mobile HCI,2005,human factors in computing systems,478,100
78d98145-3094-41da-99c4-8bbcf5df57cf,Auction Protocols for Decentralized Scheduling,2001,Games and Economic Behavior,505,95
78dd6138-ab10-4d3a-b5ea-a136bce4052b,LRFU: a spectrum of policies that subsumes the least recently used and least frequently used policies,2001,IEEE Transactions on Computers,432,93
78dd7c1a-bc00-4993-bd41-8e5da9a7fe5b,Three-dimensional object recognition from single two-dimensional images,1987,Artificial Intelligence,1752,249
78ec9787-9b23-4a97-8adb-fb05ced2e86f,"Near-Optimal Sensor Placements in Gaussian Processes: Theory, Efficient Algorithms and Empirical Studies",2008,Journal of Machine Learning Research,805,219
7900980c-6955-4d07-bf16-1e1a99caa9ee,"Data, information, knowledge and principle: back to metabolism in KEGG",2014,Nucleic Acids Research,1565,145
790f294d-ed44-442d-bd71-3b54fad7f260,Monte Carlo localization: efficient position estimation for mobile robots,1999,national conference on artificial intelligence,1229,201
7916f022-fd71-4dec-b432-000bf3a784f0,"Epipolar Geometry in Stereo, Motion, and Object Recognition: A Unified Approach",1996,,585,51
791a4f0e-ee6e-4f8c-a1d4-0c13945c51c2,Multifactor dimensionality reduction software for detecting gene–gene and gene–environment interactions,2003,Bioinformatics,930,64
7921c733-6307-454b-afd5-ec169df307a6,An equalization technique for orthogonal frequency-division multiplexing systems in time-variant multipath channels,1999,IEEE Transactions on Communications,482,156
7927d29d-6a09-492a-9ed3-38f1e4a4d88d,Scalable performance of the Panasas parallel file system,2008,usenix conference on file and storage technologies,377,84
792d396d-cd16-4a98-a250-65b5d29a5ada,On Technical Security Issues in Cloud Computing,2009,international conference on cloud computing,792,60
79301010-5b1a-4082-ba7b-48788e6a7ddd,One-class svms for document classification,2002,Journal of Machine Learning Research,968,162
7931f530-7f0c-454d-a30b-5f3fcd870c7e,Why phishing works,2006,human factors in computing systems,1260,193
79359cb0-3770-480a-943b-fabb0f8da236,Using dynamic programming for solving variational problems in vision,1990,IEEE Transactions on Pattern Analysis and Machine Intelligence,1444,219
793a3f4b-d8b8-4993-82ab-40504db7ecf9,"A study of information seeking and retrieving. iii. searchers, searches and overlap",1988,Journal of The American Society for Information Science,803,29
7941a061-7316-41d8-862c-22992ce285cc,SIA: Secure information aggregation in sensor networks,2007,security of ad hoc and sensor networks,990,156
79423898-0d78-4492-863e-0cabc2dd1cd7,Dynamically reparameterized light fields,2000,international conference on computer graphics and interactive techniques,581,90
79461625-c980-4705-bfa0-704db88aa73f,Exploiting virtual synchrony in distributed systems,1987,symposium on operating systems principles,873,145
794d43f7-a434-4c8e-ba51-c6883befb942,A pyramid approach to subpixel registration based on intensity,1998,IEEE Transactions on Image Processing,1627,96
794d9a5b-4b03-46dd-a773-503fcad0b01b,Shape and nonrigid motion estimation through physics-based synthesis,1993,IEEE Transactions on Pattern Analysis and Machine Intelligence,468,120
79586f63-b47b-4696-8575-b0b6f1b3f4c9,AdWords and generalized online matching,2007,Journal of the ACM,276,128
795a7324-7181-4c42-920b-c2f41f41bc91,Analysis of Representations for Domain Adaptation,2007,neural information processing systems,547,125
795b3c5c-deeb-4281-b4de-d0f1b2d8478d,Perracotta: mining temporal API rules from imperfect traces,2006,international conference on software engineering,359,111
79667dd4-2124-49c6-b575-8f7977fac4cf,Change patterns and change support features - Enhancing flexibility in process-aware information systems,2008,data and knowledge engineering,521,112
79668e66-fe5d-4359-a5ae-a372060dca6e,Playing large games using simple strategies,2003,electronic commerce,314,79
796ced28-1059-4c2d-a42f-d62028463f9a,Resilient distributed datasets: a fault-tolerant abstraction for in-memory cluster computing,2012,networked systems design and implementation,2834,655
7972047d-0318-4edc-9c07-b772d100720e,Content analysis for audio classification and segmentation,2002,IEEE Transactions on Speech and Audio Processing,596,117
797ae92d-96e4-4e16-a321-39befe01e37c,Automatic Signature Verification: The State of the Art,2008,systems man and cybernetics,448,99
797fd1f2-80c0-4f5c-8558-e4018ab325f1,A survey on MAC protocols for cognitive radio networks,2009,ad hoc networks,470,96
798394a9-8817-4e60-96c1-2df373594845,An algorithm for data-driven bandwidth selection,2003,IEEE Transactions on Pattern Analysis and Machine Intelligence,468,82
799b1ee6-e191-4d4a-bc05-178a6f8f3592,A review of process fault detection and diagnosis: Part II: Qualitative models and search strategies,2003,Computers & Chemical Engineering,3097,87
79a4d16b-0ba8-484b-b69c-9c2c4cc80164,PermutMatrix: a graphical environment to arrange gene expression profiles in optimal linear order,2005,Bioinformatics,550,14
79ae89a8-e886-4ed2-8159-e6e4d060cfe3,Vivaldi: a decentralized network coordinate system,2004,acm special interest group on data communication,1525,332
79b15730-feb1-4d01-9d19-98af0a324e32,Using prototypical objects to implement shared behavior in object-oriented systems,1986,conference on object oriented programming systems languages and applications,1018,85
79b1d107-508c-494c-97f7-f649e258cbfd,Multi-view stereo via volumetric graph-cuts,2005,computer vision and pattern recognition,347,78
79c61e5a-cf45-4c2d-bd5a-0c21bbffb182,Pose tracking from natural features on mobile phones,2008,international symposium on mixed and augmented reality,523,87
79c9d21e-2070-4a0a-a0d4-482438c14647,A Tutorial on the Cross-Entropy Method,2005,Annals of Operations Research,802,119
79d7eb20-d966-44ee-997a-f77222a61f8f,Noisy Network Coding,2011,IEEE Transactions on Information Theory,417,104
79da913e-c4d6-4d89-831c-f68f7976dcfc,Kernel-based object tracking,2003,IEEE Transactions on Pattern Analysis and Machine Intelligence,5686,906
79dc23f9-2514-4010-a875-8789d74555eb,Toeplitz and circulant matrices: a review,2005,Foundations and Trends in Communications and Information Theory,1777,306
79de76a0-072e-41a4-8353-411e4fb1c6a7,The existence of refinement mappings,1991,Theoretical Computer Science,1166,144
79e132d2-5b27-4922-b25c-4e0a6904a776,Accurate GSM indoor localization,2005,ubiquitous computing,519,91
79e44f28-b29c-409a-91dd-fa4ad7137f81,A simple motion-planning algorithm for general robot manipulators,1987,international conference on robotics and automation,754,130
79e584c0-1d1c-42bc-9b97-31bc3b04ef9e,A Level Set Method for Image Segmentation in the Presence of Intensity Inhomogeneities With Application to MRI,2011,IEEE Transactions on Image Processing,850,101
79f1e2ad-315a-4246-87e5-c20d421d1989,Self-securing ad hoc wireless networks,2002,international symposium on computers and communications,556,75
79f5b464-24fe-4da9-8596-b68ff6f360d0,Rate-distortion analysis for H.264/AVC video coding and its application to rate control,2005,IEEE Transactions on Circuits and Systems for Video Technology,336,83
79fabb20-ac43-47e5-9642-49d098896f45,Wavelet-based Rician noise removal for magnetic resonance imaging,1999,IEEE Transactions on Image Processing,540,76
7a00e784-9323-4a2f-aae4-accd2598bfff,A technique for orthogonal frequency division multiplexing frequency offset correction,1994,IEEE Transactions on Communications,3373,518
7a0a0b7d-fe8e-4e27-84a5-7e78903033c3,Largest eigenvalue of complex Wishart matrices and performance analysis of MIMO MRC systems,2003,IEEE Journal on Selected Areas in Communications,345,121
7a10be82-6113-4f60-9e37-f35f2d9423c5,Very Simple Classification Rules Perform Well on Most Commonly Used Datasets,1993,Machine Learning,1918,265
7a15e77c-ad64-420c-ab95-3698dcad7076,A muscle model for animation three-dimensional facial expression,1987,international conference on computer graphics and interactive techniques,1313,191
7a1624d7-9b8e-44fd-a778-e0d3179b509a,Public-key cryptosystems based on composite degree residuosity classes,1999,theory and application of cryptographic techniques,4637,864
7a18d786-740c-4001-b1db-95f7d7b0ae1a,The Influence of Head Motion on Intrinsic Functional Connectivity MRI,2012,NeuroImage,1283,64
7a20be25-7171-4b05-89bd-f2e7c9bbdb9c,Appearance-based place recognition for topological localization,2000,international conference on robotics and automation,605,134
7a20d967-3025-4c08-8e9f-7d96023f9dbc,Labels and event processes in the asbestos operating system,2005,symposium on operating systems principles,360,78
7a315347-a6ad-4895-accf-6599e78be574,A region-based fuzzy feature matching approach to content-based image retrieval,2002,IEEE Transactions on Pattern Analysis and Machine Intelligence,527,95
7a322e62-af4a-438b-9359-3ed3c4d44840,"Controlled & automatic processing: behavior, theory, and biological mechanisms",2003,Cognitive Science,534,19
7a3ec8b3-e2d7-42c4-b65e-bbc0b7e08472,Accurate and efficient regression modeling for microarchitectural performance and power prediction,2006,architectural support for programming languages and operating systems,403,117
7a3f2b67-f86a-4768-9c9a-b924dfd8bf6c,Large system performance of linear multiuser receivers in multipath fading channels,2000,IEEE Transactions on Information Theory,259,114
7a414e20-5d2b-4119-862f-601e104e2a09,"The virtual geographies of social networks: a comparative analysis of Facebook, LinkedIn and ASmallWorld",2009,New Media & Society,652,22
7a48e15b-c3b6-45e6-bb33-ecd30a49cfed,Ontology learning for the Semantic Web,2001,IEEE Intelligent Systems,2729,284
7a4e98e9-f217-4b3c-be67-d7acab0e18d6,Virtual Network Embedding: A Survey,2013,IEEE Communications Surveys and Tutorials,679,161
7a55ecbf-a638-409c-86a4-d6d4e5f4b9b1,Toward ubiquitous massive accesses in 3GPP machine-to-machine communications,2011,IEEE Communications Magazine,507,114
7a585320-c742-41ec-ae34-d09afccf0349,Putting the ‘theory’ back into grounded theory: guidelines for grounded theory studies in information systems,2009,Information Systems Journal,547,40
7a629ef4-094e-4c76-b22f-416770ac0b1b,CHARMM: The biomolecular simulation program,2009,Journal of Computational Chemistry,4250,159
7a65437a-a4c2-411e-a9c8-96bef7281d00,A review of induction motors signature analysis as a medium for faults detection,2000,IEEE Transactions on Industrial Electronics,1075,69
7a66e5e1-447c-4ac9-b1fc-6236b56271ec,Tensor Rank and the Ill-Posedness of the Best Low-Rank Approximation Problem,2008,SIAM Journal on Matrix Analysis and Applications,575,81
7a6907de-6e31-477f-8f92-77d9a3ff8d09,Informed Microarchitecture Design Space Exploration Using Workload Dynamics,2007,international symposium on microarchitecture,233,77
7a7c55ed-0163-407f-94ca-bf33d6a8510a,Using amphiphilic pseudo amino acid composition to predict enzyme subfamily classes,2005,Bioinformatics,585,45
7a87b69f-7a80-4271-a3b8-3fcc910449f4,OFDM and Its Wireless Applications: A Survey,2009,IEEE Transactions on Vehicular Technology,562,76
7a8f8abb-1fe2-4e2a-8cdb-4176cd86b039,Novelty and diversity in information retrieval evaluation,2008,international acm sigir conference on research and development in information retrieval,697,202
7a95a198-288b-40da-bd77-03a46e2b3ea5,3-D Topologies for Networks-on-Chip,2006,symposium on cloud computing,449,89
7a9d68b2-c4ab-4334-a6e8-09e908868822,A practical algorithm for exact array dependence analysis,1992,Communications of The ACM,559,131
7aa454b2-47c6-4117-b823-1df65289e8e7,A neural probabilistic language model,2003,Journal of Machine Learning Research,902,660
7aa51930-eb21-49f9-a775-37849acc05d6,Linear-time algorithms for visibility and shortest path problems inside triangulated simple polygons,1987,Algorithmica,586,81
7acee1d3-9ff0-4ef3-a0aa-8374ca4df624,Decomposition and Partitioning Methods for Multistage Stochastic Linear Programs,1985,Operations Research,659,55
7ad59e4b-8c98-4d12-98fe-0aa06a443862,Closed-form solutions for physically based shape modeling and recognition,1991,IEEE Transactions on Pattern Analysis and Machine Intelligence,802,115
7aed0c7c-27a1-4c45-9ffd-31cb69d09aa2,"Deep, big, simple neural nets for handwritten digit recognition",2010,Neural Computation,536,117
7aedb11f-4b52-4774-b5b2-4f2f9611268b,Multisurface proximal support vector machine classification via generalized eigenvalues,2006,IEEE Transactions on Pattern Analysis and Machine Intelligence,444,100
7aefdb89-17c9-4d16-96ee-5eb44e82cf81,Analysis and synthesis of switched linear control systems,2005,Automatica,704,83
7af178ae-6458-4026-ac75-f0fd694da6e5,The use of cone-shaped kernels for generalized time-frequency representations of nonstationary signals,1990,"IEEE Transactions on Acoustics, Speech, and Signal Processing",537,64
7afe8dfd-d474-40d9-9132-8dc19c082354,Maintenance of configurations in the plane,1981,Journal of Computer and System Sciences,559,73
7b076547-dbc6-4b04-a786-9225e7e18686,Image-based procedural modeling of facades,2007,international conference on computer graphics and interactive techniques,516,84
7b0c4405-cf77-44f8-a88f-69dfa759750c,NiagaraCQ: a scalable continuous query system for Internet databases,2000,international conference on management of data,1432,295
7b11227f-6886-434b-90c3-100bc89120fa,Sparse representation or collaborative representation: Which helps face recognition?,2011,international conference on computer vision,1222,342
7b1482c4-b314-4166-a0ac-64b1f85b3b3f,Energy-driven integrated hardware-software optimizations using SimplePower,2000,international symposium on computer architecture,319,100
7b23ab8d-12dc-47c4-b13a-954b1f840a88,Comparison of Multichannel MAC Protocols,2008,IEEE Transactions on Mobile Computing,518,104
7b31fcbc-f980-4ac3-bc00-1af6905771d8,"Self-Organized Pedestrian Crowd Dynamics: Experiments, Simulations, and Design Solutions",2005,Transportation Science,988,60
7b385921-52e0-4829-9479-b00e81e0b4bb,Morphometric analysis of white matter lesions in MR images: method and validation,1994,IEEE Transactions on Medical Imaging,983,132
7b42ab8b-4931-412c-bef0-33ce35f7cdd6,Multiwfn: A multifunctional wavefunction analyzer,2012,Journal of Computational Chemistry,1926,27
7b433970-2d8b-45dc-86ab-6b990511c3af,Automating string processing in spreadsheets using input-output examples,2011,symposium on principles of programming languages,236,82
7b4fddb3-d4c7-42e0-b47a-8556a86e93de,Linear algebra operators for GPU implementation of numerical algorithms,2003,international conference on computer graphics and interactive techniques,314,149
7b54861c-fb80-485a-a87f-ce3c5e088b38,Efficient Algorithms for Distributed Snapshots and Global Virtual Time Approximation,1993,Journal of Parallel and Distributed Computing,442,94
7b57a3f4-44a2-4fe3-9959-f25255669534,Routing techniques in wireless sensor networks: a survey,2004,IEEE Wireless Communications,1157,546
7b57db11-7c4d-4d1e-aa62-3a5d7d1f7987,Statistical pattern recognition: a review,2000,IEEE Transactions on Pattern Analysis and Machine Intelligence,7083,863
7b57e658-a4be-4378-b153-e69fbdb82c24,Soil moisture retrieval from space: the Soil Moisture and Ocean Salinity (SMOS) mission,2001,IEEE Transactions on Geoscience and Remote Sensing,1110,177
7b580db2-82d1-464f-aa42-b4fc68f80366,"Objective Video Quality Assessment Methods: A Classification, Review, and Performance Comparison",2011,IEEE Transactions on Broadcasting,413,90
7b5cb26c-8296-4936-993b-25dd7968d51f,The SEMAINE Database: Annotated Multimodal Records of Emotionally Colored Conversations between a Person and a Limited Agent,2012,IEEE Transactions on Affective Computing,313,82
7b60049a-1863-4010-ace5-6974d191b1d9,Firm-Created Word-of-Mouth Communication: Evidence from a Field Test,2009,Marketing Science,646,37
7b7443cf-9a12-4b84-a6b4-50fe077f7b2a,"DIP, the Database of Interacting Proteins: a research tool for studying cellular networks of protein interactions",2002,Nucleic Acids Research,1621,237
7b7613bb-5234-414f-89ab-93b9e03844f1,Aligning gene expression time series with time warping algorithms,2001,Bioinformatics,468,82
7b8583e6-dbd3-4d2f-859a-f1de071886f2,An optimal graph theoretic approach to data clustering: theory and its application to image segmentation,1993,IEEE Transactions on Pattern Analysis and Machine Intelligence,1331,207
7b8abfd0-dd08-44e7-b1fc-4c120768259e,QoS-aware routing based on bandwidth estimation for mobile ad hoc networks,2005,IEEE Journal on Selected Areas in Communications,562,87
7b8c3168-921c-436d-bb0b-05bf3fd644df,Improved seam carving for video retargeting,2008,international conference on computer graphics and interactive techniques,773,150
7b8e6572-d2ea-4527-8fa3-61cc734d8f94,Expertise networks in online communities: structure and algorithms,2007,international world wide web conferences,849,177
7b9068e9-dfa6-4b88-b203-7e0ab84cbdf2,Motor schema based navigation for a mobile robot: An approach to programming by behavior,1987,international conference on robotics and automation,578,68
7b95cdb5-7fec-4285-94d9-4361cdf9baad,Modeling of failure probability and statistical design of SRAM array for yield enhancement in nanoscaled CMOS,2005,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,467,119
7b965c48-b1ac-40dd-be37-0dbe2fa5ef1d,"Test Generation with Inputs, Outputs, and Quiescence",1996,tools and algorithms for construction and analysis of systems,764,22
7b9c6512-41d1-4e1d-8e21-6524c264603a,UCSF CHIMERA-A VISUALIZATION SYSTEM FOR EXPLORATORY RESEARCH AND ANALYSIS,2004,Journal of Computational Chemistry,4030,234
7b9e246a-7e7c-480b-b03a-5a87ccec9608,An efficient fastSLAM algorithm for generating maps of large-scale cyclic environments from raw laser range measurements,2003,intelligent robots and systems,440,100
7ba1199d-bfc9-44cf-9de8-04e5a68b7eed,Managing uncertainty and vagueness in description logics for the Semantic Web,2008,Journal of Web Semantics,459,113
7bab6495-51b2-4382-9fe4-a25c8cfc5ffd,Heterogeneous cloud radio access networks: a new perspective for enhancing spectral and energy efficiencies,2014,IEEE Wireless Communications,248,78
7baf1192-10c6-4e09-865a-b480244cf2b1,Maximizing a Monotone Submodular Function Subject to a Matroid Constraint,2011,SIAM Journal on Computing,424,81
7bb21127-98a3-485e-864e-8bfc23bac520,Coupled semi-supervised learning for information extraction,2010,web search and data mining,340,88
7bb71afa-91b8-46e7-9008-da84e0427b93,Automatic discovery of linear restraints among variables of a program,1978,symposium on principles of programming languages,1673,274
7bb95c4d-378a-4d0d-9538-a10fdcf1c4a8,Tracking deformable objects in the plane using an active contour model,1993,IEEE Transactions on Pattern Analysis and Machine Intelligence,830,120
7bc1a104-3db5-4ff3-a554-7a9499eedea2,The Design of Robust Value-Creating Supply Chain Networks: A Critical Review †,2010,European Journal of Operational Research,554,34
7bc633ec-76b1-4d7b-a13d-0f70ac5e1b5e,M-invariance: towards privacy preserving re-publication of dynamic datasets,2007,international conference on management of data,495,95
7bc70a6c-221f-48a2-beb5-111e15133c8b,Knowledge-Based Weak Supervision for Information Extraction of Overlapping Relations,2011,meeting of the association for computational linguistics,283,129
7bc79cdf-8049-4c00-b2d4-fb87730fe6b0,The curvelet transform for image denoising,2002,IEEE Transactions on Image Processing,2472,310
7bca0024-95a0-439b-b15c-d2980a10dbad,Trust in multi-agent systems,2004,Knowledge Engineering Review,769,121
7bd448c7-b4ea-448d-9646-5a467f6698e6,"Software architecture: foundations, theory, and practice",2010,international conference on software engineering,950,129
7bda61af-7d07-48ac-b983-54e58878c629,Designing structured tight frames via an alternating projection method,2005,IEEE Transactions on Information Theory,333,77
7bdbec29-97d5-4dd3-a68f-0696f89188ce,Analysis and synthesis of nonlinear time-delay systems via fuzzy control approach,2000,IEEE Transactions on Fuzzy Systems,839,97
7be33ffc-8a1d-4071-a66f-3cefc1a24cc4,Toward green and soft: a 5G perspective,2014,IEEE Communications Magazine,396,115
7be943bb-0497-4f64-8e90-900bfaace1b6,Analysis of error recovery schemes for networks on chips,2005,IEEE Design & Test of Computers,341,85
7bff8f61-7ff6-4c87-9e25-5b5410f31027,The alternating fixpoint of logic programs with negation,1989,symposium on principles of database systems,532,71
7c004bd4-3417-46c5-ad77-2dbf73f428e1,Enhanced image capture through fusion,1993,international conference on computer vision,934,118
7c014e33-f14a-4ea2-8936-43fd0a6a4625,Specifying formative constructs in information systems research,2007,Management Information Systems Quarterly,2129,201
7c07f4f7-7e0e-4867-89cd-a95823ca7866,Bayesian indoor positioning systems,2005,international conference on computer communications,393,91
7c08485e-4ea9-42df-9c1d-3a96a16d618e,Overview of Control and Grid Synchronization for Distributed Power Generation Systems,2006,IEEE Transactions on Industrial Electronics,2928,156
7c0d0439-5f81-4ce9-a962-26930bd4c5d2,"Resources, concurrency, and local reasoning",2007,Theoretical Computer Science,547,91
7c0f8ab1-ce59-4e71-a82d-cebf3eee8117,Becoming Wikipedian: transformation of participation in a collaborative online encyclopedia,2005,international conference on supporting group work,797,117
7c1ab014-d1e8-4ee9-b94d-ecec7a14c078,Augmenting mobile 3G using WiFi,2010,"international conference on mobile systems, applications, and services",705,170
7c1e2339-8151-4e1b-a766-2dd14acb05db,Breaking the stereotype: the case of online gaming.,2003,"Cyberpsychology, Behavior, and Social Networking",576,29
7c209cda-cd19-490a-985e-b38741b11fbd,GoPubMed: exploring PubMed with the Gene Ontology,2005,Nucleic Acids Research,558,92
7c265301-775d-49b5-bf61-94200668067c,Borderline-SMOTE: a new over-sampling method in imbalanced data sets learning,2005,international conference on intelligent computing,226,112
7c2acc77-b576-4614-95a3-8b690f5e785f,Super-exponential methods for blind deconvolution,1993,IEEE Transactions on Information Theory,442,82
7c3e1dd5-7729-45d9-b732-436fc0b7314a,Spatio-temporal coding for wireless communication,1998,IEEE Transactions on Communications,1831,403
7c3f444f-8c22-4780-aeac-01b711ecb77a,Maximum Margin Clustering,2005,neural information processing systems,386,121
7c404115-67de-4391-b2ce-4f96fccca185,"Blind carrier frequency offset estimation in SISO, MIMO, and multiuser OFDM systems",2005,IEEE Transactions on Communications,294,90
7c413b43-638d-406f-90dd-9e10cc0263c4,Patch Alignment for Dimensionality Reduction,2009,IEEE Transactions on Knowledge and Data Engineering,354,105
7c460e8e-5c9e-45f5-9d18-461f27fcef43,Hierarchical Topic Models and the Nested Chinese Restaurant Process,2004,neural information processing systems,339,192
7c59e237-04e6-419a-9440-9c42ff511576,Issues in data stream management,2003,international conference on management of data,1197,204
7c6a970a-0d6f-4e4b-b50e-6c6fbd23a9ab,Estimating the Support of a High-Dimensional Distribution,2001,Neural Computation,3726,700
7c6d97b8-f06c-4e4f-aa41-e0ffef913cd6,Limits of Static Analysis for Malware Detection,2007,annual computer security applications conference,544,82
7c6e7aea-f51f-4811-9846-529a7c01dfe6,Clustering Sequences with Hidden Markov Models,1997,neural information processing systems,481,84
7c73e3fc-aef9-4fa7-866f-9211c320aeeb,A distributed BIST control scheme for complex VLSI devices,1993,vlsi test symposium,726,176
7c7771a3-635a-4aea-9746-c25d11aa4244,Type-2 fuzzy sets made simple,2002,IEEE Transactions on Fuzzy Systems,1771,398
7c790617-fc17-43ce-920c-f626acea1330,A comparative analysis of the efficiency of change metrics and static code attributes for defect prediction,2008,international conference on software engineering,375,105
7c7f7bdd-1aa1-4550-bc4a-11ea4b995205,Maximum lifetime routing in wireless sensor networks,2004,IEEE\/ACM Transactions on Networking,1672,316
7c816204-72a6-43ca-a55e-5d1bfc4c4890,EXE: automatically generating inputs of death,2006,computer and communications security,1006,228
7c873d98-e156-4a35-a574-93a158f755ab,A dynamical model for generating synthetic electrocardiogram signals,2003,IEEE Transactions on Biomedical Engineering,776,97
7c90045b-63b9-4f29-82a0-bf7c914a6ef6,A tutorial on spectral clustering,2007,Statistics and Computing,5632,1022
7c94e63b-fd68-404a-b6ec-b244da32194d,User Modeling in Human–Computer Interaction,2001,User Modeling and User-adapted Interaction,711,127
7c98e6db-fba0-4d7c-a553-bcbd7556f855,A Pragmatic View of Knowledge and Boundaries: Boundary Objects in New Product Development,2002,Organization Science,3057,198
7c9f8cd8-d0ef-4954-b4db-4a6c803459c2,A performance comparison of multi-hop wireless ad hoc network routing protocols,1998,acm ieee international conference on mobile computing and networking,6689,1080
7cac3ac8-6242-4eb5-9d00-6e180a244a72,Make3D: Learning 3D Scene Structure from a Single Still Image,2009,IEEE Transactions on Pattern Analysis and Machine Intelligence,938,193
7cb7c4d0-19f8-4015-985e-700a44c735b7,Predictive coding: an account of the mirror neuron system,2007,Cognitive Processing,661,30
7ccbdf09-a84e-4ad2-ab20-cb28b6c41155,A theory for multiresolution signal decomposition: the wavelet representation,1989,IEEE Transactions on Pattern Analysis and Machine Intelligence,24182,2053
7ccc6bcb-b508-433f-9508-15163fca7d28,Self-Paced Learning for Latent Variable Models,2010,neural information processing systems,310,88
7ccce1bf-51b9-4eb1-a280-3ee73fb42023,Human detection using depth information by Kinect,2011,computer vision and pattern recognition,541,78
7cce4841-aa99-41d1-9ff0-a1a452b51c0a,Routing in Sparse Vehicular Ad Hoc Wireless Networks,2007,IEEE Journal on Selected Areas in Communications,455,113
7cce7b5b-ce6d-4239-9984-819d9c7e5b9e,On the optimal placement of web proxies in the Internet,1999,international conference on computer communications,526,124
7cce8d88-c3c4-46ed-95df-f0577f874db5,An Aloha protocol for multihop mobile wireless networks,2006,IEEE Transactions on Information Theory,615,185
7ccf7196-c18c-4b42-aa61-01c03b105f17,Life in the Trading Zone: Structuring Coordination Across Boundaries in Postbureaucratic Organizations,2006,Organization Science,620,43
7cd6b499-78d5-43ca-b354-aa1a62f15874,Predictive data mining in clinical medicine: Current issues and guidelines,2008,International Journal of Medical Informatics,568,60
7cd75cd9-db0c-493b-a35f-3fe3d70ef1fc,A stochastic model of human-machine interaction for learning dialog strategies,2000,IEEE Transactions on Speech and Audio Processing,495,100
7cdaaa8a-8ddc-4ccd-89b0-d85ff20c41b7,"Fast, reliable head tracking under varying illumination: an approach based on registration of texture-mapped 3D models",2000,IEEE Transactions on Pattern Analysis and Machine Intelligence,780,192
7cdca991-1a74-43e9-9847-909de64fdd84,Survey over image thresholding techniques and quantitative performance evaluation,2004,Journal of Electronic Imaging,1613,413
7ce4a38d-0732-48b8-b72a-6f5d87c5782d,Is Learning The n-th Thing Any Easier Than Learning The First?,1996,neural information processing systems,262,89
7cea2fab-f8e5-47e4-a935-7ab9c55e8546,The global footprint of mobile communications: The ecological and economic perspective,2011,IEEE Communications Magazine,530,118
7cf709fa-600a-47b7-bf29-90e73109f432,The Molecular Biology Database Collection: 2005 update,2004,Nucleic Acids Research,415,89
7cf989ee-7877-432d-a647-ac207271ed1d,Mental Accounting and Consumer Choice,2008,Marketing Science,5312,68
7cf9ee5e-0334-4a35-a546-fc218e219671,Modeling Heterogeneous Real-time Components in BIP,2006,software engineering and formal methods,556,88
7d012f5a-8baa-4d1e-8a04-1b7d824cce0f,A higher order estimate of the optimum checkpoint interval for restart dumps,2006,Future Generation Computer Systems,411,91
7d02d285-8bb0-4246-8782-da82f952f5d6,An Atlas framework for scalable mapping,2003,international conference on robotics and automation,452,93
7d13dc57-6231-4275-bbd6-ecc7a2935795,A recursive approach to low complexity codes,1981,IEEE Transactions on Information Theory,2077,581
7d150afa-0bd6-495e-8755-47bea06395bc,A New Learning Algorithm for Blind Signal Separation,1996,neural information processing systems,2711,355
7d1731c4-c548-4eff-9b8b-341b2db01cf8,Outage Probability of Cognitive Relay Networks with Interference Constraints,2011,IEEE Transactions on Wireless Communications,416,109
7d22d8d4-023e-4cd7-bfcd-73320a28465f,Ranging in a dense multipath environment using an UWB radio link,2002,IEEE Journal on Selected Areas in Communications,942,155
7d2d9992-f341-4701-a00c-1a2fdf8f887b,Computational cluster validation in post-genomic data analysis,2005,Bioinformatics,758,105
7d371899-f6a5-4e16-8365-835827db041e,On the Self-Similar Nature of Ethernet Traffic,1994,IEEE\/ACM Transactions on Networking,3212,444
7d3726d8-21e5-4321-833d-dfde277c3693,Toward principles for the design of ontologies used for knowledge sharing,1995,International Journal of Human-computer Studies \/ International Journal of Man-machine Studies,9888,949
7d440b1d-7b5a-49a6-90d0-1491a14c0681,"Nominal logic, a first order theory of names and binding",2003,Information & Computation,280,89
7d44e6cb-834d-485d-a6f3-c0ff1abf57aa,Thermal and Narrowband Multispectral Remote Sensing for Vegetation Monitoring From an Unmanned Aerial Vehicle,2009,IEEE Transactions on Geoscience and Remote Sensing,608,58
7d45ad45-f777-40d0-ab60-c64f1ea845e0,The inductive approach to verifying cryptographic protocols,1998,Journal of Computer Security,1187,184
7d58770e-3889-4158-a100-e50510c268fe,Multiuser adaptive subcarrier-and-bit allocation with adaptive cell selection for OFDM systems,2004,IEEE Transactions on Wireless Communications,508,85
7d5e97d2-5ebe-4be2-ac67-3c15fcde2c8d,Scale-space filtering: A new approach to multi-scale description,1984,"international conference on acoustics, speech, and signal processing",515,350
